x1,x2,y
0.6676165145157019,0.6336870810631453,0
0.7880636051085422,0.40275180397397903,0
0.23518322891429544,0.3553034048828617,0
0.5164703415819658,0.5881950387861958,0
0.6048634305515446,0.8402491299436263,0
0.9221447934908518,0.8447628299545838,1
0.8969690341827877,0.8170210193881426,1
0.7128512946334672,0.3596733270895107,0
0.29958785975810953,0.9256609282535008,0
0.8128084694480897,0.3535591721724831,0
0.2455141122518354,0.6865287582344751,0
0.5402635023697798,0.8224478629898319,0
0.22413505932357436,0.9860590077473772,0
0.661793619374545,0.9872275803387198,1
0.4964397148286497,0.1401751971592583,0
0.9948013751109775,0.4040669316066401,0
0.4354316039734445,0.5979412410797971,0
0.691648434534015,0.08428479201893668,0
0.8401898581388092,0.5340895737926936,0
0.9278708978251425,0.7358137855580278,1
0.46071955085140814,0.28146822076779476,0
0.5569401279925023,0.9642049207519245,1
0.7108391393501126,0.5825987914026359,0
0.014022484251917877,0.07193562439095935,0
0.6513049218647836,0.9756790384205489,1
0.7271901548735281,0.3568033811728484,0
0.9261789388465062,0.19705550727752041,0
0.9536228782083987,0.3796430813096453,0
0.5092503450980117,0.8602154015416563,0
0.22905677122864887,0.03094515763362149,0
0.6500605430794668,0.9440527279608221,1
0.20068895478927984,0.9262736634844625,0
0.719379154203569,0.20151365602113047,0
0.7151014469788611,0.9296787447057562,1
0.7158766951944903,0.7507779958291892,0
0.6841915021746098,0.825560487237268,0
0.2120888842657368,0.38891322244026827,0
0.739105733125754,0.18311829348166375,0
0.8124882229867365,0.5004362723025472,0
0.41868993407426136,0.6293020777165221,0
0.2636587759887342,0.48211990565811635,0
0.3424962659646439,0.09648968704908689,0
0.6215436008851949,0.36176971950714654,0
0.06320184132930806,0.9654345666730598,0
0.8369470925231652,0.09428705894943479,0
0.9780715078645348,0.19627025395923914,0
0.9726867542608229,0.0668607173363126,0
0.6712811785932076,0.9251568598366576,1
0.8853294182185287,0.9933302960202561,1
0.784973608022035,0.259196279479586,0
0.9237929798336842,0.31835561260430645,0
0.7111335464759514,0.7612816459234297,0
0.7494249454366306,0.14581159593658521,0
0.6824853912584203,0.16128186186104387,0
0.45771498495557095,0.1281529243798255,0
0.4979159284637251,0.6698480209071535,0
0.3812643696193525,0.15719474104709175,0
0.9111290042531421,0.6300722440130699,0
0.711994850156661,0.13439406291022782,0
0.6401203726152193,0.7043012124143256,0
0.2685892918493171,0.2799429116945352,0
0.30816017903678883,0.013986468361178006,0
0.7429032635710322,0.3549963540677148,0
0.4110910481426895,0.7853042577886228,0
0.35773264791289006,0.6451785147285232,0
0.6219539239430715,0.538118180170155,0
0.4587435982710216,0.14764589079984314,0
0.27834167619897665,0.7487824947973304,0
0.24891746573099727,0.9463233802646992,0
0.06241461083481781,0.02957340351168114,0
0.6656555654712264,0.9681408478129322,1
0.8045449452831726,0.26246263510252876,0
0.3040232515613299,0.5196108586979581,0
0.8101503134280373,0.7703960643577277,0
0.35212334981458304,0.5411231010531871,0
0.8503342646343711,0.5840919173911278,0
0.8317949671676131,0.5809554260170477,0
0.8051328908888638,0.7621185322372694,0
0.6062394611766118,0.23851619783659028,0
0.8610879961986626,0.4088348278088971,0
0.43022901067814623,0.9188877631287744,0
0.1924703656931861,0.45855394616743994,0
0.5755510603702121,0.617118561212095,0
0.43236324727629305,0.3480965821055304,0
0.9857129427915737,0.4634804242027878,0
0.09804006859932912,0.07037740846896023,0
0.9149733603520681,0.6920032220611952,0
0.9192921537913284,0.5307871146351858,0
0.44804429824278225,0.5647615486266025,0
0.9783301101467272,0.3160782392196346,0
0.83295494064011,0.6408490113456847,0
0.38988461873289326,0.36624366382442297,0
0.4405946394716299,0.8899894870149919,0
0.40256047897483327,0.905484772064906,0
0.5116184934745476,0.6730173040712715,0
0.232186699231007,0.15740255574916273,0
0.39795936892590167,0.8503679645948758,0
0.6308327503803285,0.3531903067606249,0
0.5596551365138673,0.9895550532760864,1
0.28396515424435254,0.9433029508013536,0
